task_id,task_type,complexity,assigned_to,duration_minutes,resolved,user_feedback,previous_attempts,urgency,automation_possible,efficiency_index
1122,Customer Support,3,AI,44,Yes,4,3,Medium,No,0.091
1123,Billing,5,Human,10,Yes,2,1,Low,No,0.2
1124,Customer Support,4,Human,43,Yes,4,2,High,No,0.093
1125,Technical,5,Human,52,Yes,2,0,Low,No,0.038
1126,HR,3,Human,37,Yes,5,0,Low,No,0.135
1127,Customer Support,2,AI,52,Yes,3,3,High,No,0.058
1128,Technical,1,Human,17,Yes,3,0,Medium,Yes,0.176
1129,HR,4,Human,52,No,5,2,Medium,No,0.096
1130,Billing,5,AI,48,Yes,2,3,High,No,0.042
1131,HR,3,AI,50,Yes,1,1,High,No,0.02
1132,Customer Support,4,Human,23,Yes,3,1,High,No,0.13
1133,Billing,4,AI,55,Yes,1,2,High,No,0.018
1134,HR,5,Human,44,Yes,2,2,High,No,0.045
1135,Billing,3,Human,6,Yes,2,0,Low,No,0.333
1136,Billing,3,Human,23,Yes,5,0,Medium,No,0.217
1137,HR,3,Human,35,Yes,5,2,Low,No,0.143
1138,Technical,3,Human,17,Yes,3,1,Medium,No,0.176
1139,Customer Support,1,AI,36,Yes,5,3,Medium,No,0.139
1140,Customer Support,3,Human,10,Yes,2,2,Medium,No,0.2
1141,Customer Support,3,Human,27,Yes,4,3,High,No,0.148
1142,Billing,2,AI,6,Yes,5,0,High,Yes,0.833
1143,HR,4,Human,37,Yes,5,0,High,No,0.135
1144,HR,1,Human,5,Yes,4,1,High,Yes,0.8
1145,Customer Support,4,Human,27,Yes,4,0,Medium,No,0.148
1146,Billing,3,AI,53,Yes,1,2,High,No,0.019
1147,HR,3,AI,38,Yes,4,2,High,No,0.105
1148,HR,5,AI,14,Yes,1,2,High,No,0.071
1149,Technical,5,AI,15,Yes,3,3,Medium,No,0.2
1150,HR,5,AI,15,Yes,3,0,High,No,0.2
1151,Customer Support,3,AI,50,Yes,2,1,Low,No,0.04
1152,Technical,4,Human,50,Yes,4,3,High,No,0.08
1153,Billing,3,Human,39,Yes,4,3,High,No,0.103
1154,HR,3,Human,56,No,1,2,Medium,No,0.018
1155,Billing,5,Human,5,Yes,2,0,Low,No,0.4
1156,HR,1,AI,23,Yes,1,1,Medium,No,0.043
1157,Billing,4,Human,19,Yes,4,0,Medium,No,0.211
1158,HR,5,AI,53,Yes,1,3,Low,No,0.019
1159,Billing,3,Human,29,Yes,2,3,High,No,0.069
1160,Customer Support,1,AI,41,Yes,3,1,Medium,No,0.073
1161,HR,3,AI,10,Yes,1,3,High,No,0.1
1162,Customer Support,4,Human,26,Yes,5,2,Low,No,0.192
1163,Billing,1,AI,45,Yes,5,0,Medium,No,0.111
1164,Customer Support,1,Human,6,Yes,2,3,High,Yes,0.333
1165,HR,5,Human,35,Yes,4,3,Medium,No,0.114
1166,Customer Support,3,AI,43,Yes,4,1,Medium,No,0.093
1167,Customer Support,5,AI,52,No,5,1,Low,No,0.096
1168,HR,3,AI,51,Yes,4,2,High,No,0.078
1169,Customer Support,4,Human,28,Yes,4,1,High,No,0.143
1170,HR,5,Human,20,Yes,3,2,Low,No,0.15
1171,Technical,1,AI,8,No,3,3,High,Yes,0.375
1172,Technical,1,AI,58,Yes,4,0,High,No,0.069
1173,Technical,2,Human,48,Yes,3,3,Medium,No,0.062
1174,Technical,4,AI,51,Yes,5,0,High,No,0.098
1175,Billing,2,Human,29,Yes,3,1,High,No,0.103
1176,Customer Support,5,AI,32,Yes,1,3,Low,No,0.031
1177,HR,4,Human,21,Yes,3,1,Low,No,0.143
1178,HR,5,AI,39,No,2,3,High,No,0.051
1179,Technical,4,AI,9,Yes,1,3,High,No,0.111
1180,HR,2,AI,56,Yes,5,0,High,No,0.089
1181,Technical,3,AI,42,Yes,3,3,Medium,No,0.071
1182,Technical,2,AI,31,Yes,2,3,Medium,No,0.065
1183,Technical,3,Human,58,Yes,4,0,High,No,0.069
1184,Billing,5,AI,26,Yes,2,1,Medium,No,0.077
1185,HR,4,Human,40,Yes,5,0,Medium,No,0.125
1186,HR,1,Human,38,Yes,4,0,Low,No,0.105
1187,Technical,2,Human,42,Yes,4,0,Low,No,0.095
1188,Customer Support,2,Human,26,Yes,3,0,Low,No,0.115
1189,HR,1,Human,29,Yes,5,3,High,No,0.172
1190,Technical,5,Human,25,Yes,5,2,Low,No,0.2
1191,Customer Support,2,Human,34,Yes,4,1,Medium,No,0.118
1192,HR,4,AI,36,Yes,5,1,Low,No,0.139
1193,Billing,4,AI,18,Yes,4,3,Medium,No,0.222
1194,Billing,1,AI,51,Yes,5,3,Medium,No,0.098
1195,Billing,2,Human,45,Yes,3,3,Medium,No,0.067
1196,Billing,4,AI,21,Yes,2,3,Medium,No,0.095
1197,Technical,1,Human,5,No,5,0,Low,Yes,1.0
1198,HR,4,AI,35,Yes,3,0,Medium,No,0.086
1199,HR,1,Human,43,Yes,1,0,Medium,No,0.023
1200,Billing,4,AI,41,Yes,4,1,Medium,No,0.098
1201,Billing,1,Human,32,Yes,4,0,Low,No,0.125
1202,HR,4,AI,26,Yes,5,2,High,No,0.192
1203,HR,5,AI,55,Yes,4,3,High,No,0.073
1204,HR,1,AI,39,Yes,5,0,High,No,0.128
1205,Billing,3,Human,58,Yes,1,2,Low,No,0.017
1206,HR,5,AI,14,Yes,5,2,Medium,No,0.357
1207,HR,2,AI,14,Yes,1,1,Low,Yes,0.071
1208,HR,5,Human,21,No,3,2,Medium,No,0.143
1209,Customer Support,1,Human,51,No,3,2,Low,No,0.059
1210,Technical,3,AI,28,Yes,5,0,Medium,No,0.179
1211,Technical,5,AI,32,Yes,1,3,Low,No,0.031
1212,HR,5,AI,23,Yes,5,2,Medium,No,0.217
1213,HR,3,AI,53,Yes,1,3,High,No,0.019
1214,Customer Support,1,AI,12,Yes,3,0,Low,Yes,0.25
1215,HR,5,AI,37,Yes,3,2,High,No,0.081
1216,Technical,5,AI,27,Yes,2,3,High,No,0.074
1217,HR,2,Human,8,Yes,4,0,Low,Yes,0.5
1218,Technical,1,AI,13,Yes,5,0,Medium,Yes,0.385
1219,Technical,2,Human,13,Yes,1,2,Low,Yes,0.077
1220,HR,3,Human,33,Yes,2,2,High,No,0.061
1221,HR,4,AI,20,Yes,1,0,High,No,0.05
1222,Billing,3,AI,39,Yes,2,1,Medium,No,0.051
1223,Billing,5,AI,17,Yes,5,0,Medium,No,0.294
1224,Technical,4,Human,19,Yes,4,2,Medium,No,0.211
1225,Billing,2,Human,8,Yes,2,3,High,Yes,0.25
1226,Customer Support,4,AI,44,Yes,3,3,Medium,No,0.068
1227,HR,2,AI,37,Yes,2,1,High,No,0.054
1228,Billing,3,Human,26,Yes,3,2,Low,No,0.115
1229,Technical,2,Human,15,Yes,5,3,High,Yes,0.333
1230,Billing,4,AI,27,Yes,1,1,Medium,No,0.037
1231,Customer Support,3,Human,9,No,4,0,Low,No,0.444
1232,Technical,2,Human,16,Yes,3,3,Low,Yes,0.188
1233,Technical,1,Human,28,Yes,4,1,Medium,No,0.143
1234,Technical,5,Human,17,Yes,5,1,Low,No,0.294
1235,Technical,1,AI,43,Yes,5,3,Low,No,0.116
1236,Billing,1,AI,8,Yes,1,0,Low,Yes,0.125
1237,Customer Support,2,AI,59,Yes,2,1,High,No,0.034
1238,HR,3,Human,44,Yes,5,3,High,No,0.114
1239,HR,4,AI,59,Yes,2,1,High,No,0.034
1240,Technical,2,Human,48,Yes,2,2,High,No,0.042
1241,Customer Support,3,AI,10,Yes,3,0,Low,No,0.3
1242,Customer Support,4,Human,54,Yes,5,2,Medium,No,0.093
1243,HR,2,AI,9,Yes,4,2,Medium,Yes,0.444
1244,Technical,5,Human,56,Yes,4,2,Low,No,0.071
1245,Billing,4,Human,31,Yes,5,2,Medium,No,0.161
1246,Customer Support,4,AI,47,Yes,2,1,Medium,No,0.043
1247,HR,2,AI,31,Yes,3,3,Low,No,0.097
1248,Technical,5,AI,28,Yes,4,1,Low,No,0.143
1249,Customer Support,4,AI,17,Yes,1,0,Medium,No,0.059
1250,Billing,3,Human,38,Yes,4,2,Low,No,0.105
1251,Technical,4,Human,18,Yes,1,0,Low,No,0.056
1252,Technical,5,Human,53,Yes,4,2,Medium,No,0.075
1253,HR,1,Human,28,Yes,4,0,Medium,No,0.143
1254,HR,1,Human,11,Yes,1,2,Medium,Yes,0.091
1255,Technical,2,Human,48,Yes,4,2,Low,No,0.083
1256,Customer Support,3,AI,52,Yes,4,1,Medium,No,0.077
1257,Billing,4,Human,48,Yes,5,0,Medium,No,0.104
1258,Billing,1,Human,8,No,3,3,Low,Yes,0.375
1259,HR,2,AI,9,Yes,1,1,Low,Yes,0.111
1260,Technical,4,AI,16,Yes,3,3,Low,No,0.188
1261,Technical,2,AI,30,No,3,3,Medium,No,0.1
1262,Customer Support,2,Human,23,Yes,5,3,High,No,0.217
1263,Technical,4,Human,20,Yes,2,1,Medium,No,0.1
1264,Customer Support,5,Human,20,Yes,3,1,Low,No,0.15
1265,Technical,3,Human,48,No,3,1,Low,No,0.062
1266,Billing,3,AI,12,Yes,2,2,Low,No,0.167
1267,Technical,1,AI,5,No,2,0,Low,Yes,0.4
1268,Billing,1,AI,17,Yes,1,0,High,Yes,0.059
1269,Billing,4,Human,11,Yes,3,2,Medium,No,0.273
1270,Customer Support,1,Human,41,Yes,1,1,Low,No,0.024
1271,Customer Support,3,AI,12,Yes,1,0,Low,No,0.083
1272,Billing,2,Human,6,Yes,1,0,High,Yes,0.167
1273,Billing,5,AI,14,Yes,2,0,Low,No,0.143
1274,Customer Support,3,Human,15,Yes,1,1,High,No,0.067
1275,Billing,2,AI,50,Yes,2,1,Medium,No,0.04
1276,Customer Support,4,Human,42,Yes,1,2,Medium,No,0.024
1277,Billing,3,AI,32,Yes,4,3,Low,No,0.125
1278,Billing,2,AI,22,Yes,3,1,Medium,No,0.136
1279,Customer Support,4,AI,43,Yes,1,1,Low,No,0.023
1280,HR,3,AI,16,Yes,4,0,High,No,0.25
1281,HR,3,AI,60,Yes,1,1,High,No,0.017
1282,Billing,1,Human,16,Yes,2,1,Medium,Yes,0.125
1283,Technical,3,AI,31,Yes,3,2,High,No,0.097
1284,Technical,5,AI,33,Yes,3,2,Medium,No,0.091
1285,HR,2,Human,36,Yes,5,0,Low,No,0.139
1286,Technical,4,AI,50,Yes,5,1,High,No,0.1
1287,Billing,5,AI,32,Yes,1,0,Low,No,0.031
1288,Customer Support,3,Human,16,Yes,2,3,Medium,No,0.125
1289,Technical,5,AI,22,Yes,4,1,Low,No,0.182
1290,HR,1,Human,47,Yes,1,0,Low,No,0.021
1291,Customer Support,2,Human,33,Yes,4,3,Medium,No,0.121
1292,Billing,3,AI,42,Yes,3,0,Medium,No,0.071
1293,HR,2,Human,54,Yes,4,0,High,No,0.074
1294,Billing,5,AI,57,Yes,3,0,High,No,0.053
1295,Billing,5,Human,55,Yes,5,0,Medium,No,0.091
1296,HR,2,AI,29,Yes,1,0,High,No,0.034
1297,HR,1,Human,5,No,5,0,Medium,Yes,1.0
1298,Technical,4,Human,20,Yes,5,0,Medium,No,0.25
1299,HR,4,AI,17,Yes,4,0,Low,No,0.235
1300,Customer Support,3,Human,44,Yes,2,2,Low,No,0.045
1301,HR,4,Human,14,Yes,4,2,High,No,0.286
1302,HR,3,Human,28,Yes,3,0,High,No,0.107
1303,Billing,4,Human,26,Yes,4,3,Medium,No,0.154
1304,HR,4,AI,51,Yes,3,3,Medium,No,0.059
1305,Technical,4,AI,27,Yes,2,1,Low,No,0.074
1306,HR,5,Human,40,Yes,4,1,Low,No,0.1
1307,HR,5,AI,40,Yes,1,0,Medium,No,0.025
1308,Billing,1,AI,51,Yes,1,1,Low,No,0.02
1309,HR,1,AI,16,Yes,3,2,Medium,Yes,0.188
1310,Customer Support,2,AI,40,Yes,1,1,Medium,No,0.025
1311,HR,5,AI,60,Yes,1,0,High,No,0.017
1312,Technical,2,Human,6,Yes,4,0,Medium,Yes,0.667
1313,Technical,3,AI,11,No,4,1,High,No,0.364
1314,Billing,5,AI,44,Yes,1,0,High,No,0.023
1315,Technical,2,AI,42,Yes,2,1,High,No,0.048
1316,HR,2,AI,7,Yes,5,3,Medium,Yes,0.714
1317,Technical,5,AI,39,Yes,2,0,Medium,No,0.051
1318,Billing,5,Human,20,Yes,1,3,Medium,No,0.05
1319,Technical,1,AI,46,Yes,1,1,High,No,0.022
1320,Billing,4,Human,10,No,5,0,Low,No,0.5
1321,Customer Support,5,Human,33,No,5,1,Low,No,0.152
1322,HR,1,AI,58,Yes,4,2,Medium,No,0.069
1323,Technical,1,AI,23,Yes,5,3,Medium,No,0.217
1324,Customer Support,3,AI,21,Yes,3,2,High,No,0.143
1325,HR,3,Human,29,Yes,3,0,Medium,No,0.103
1326,Technical,3,Human,6,Yes,5,0,Medium,No,0.833
1327,Billing,3,AI,20,Yes,3,2,Low,No,0.15
1328,Technical,3,AI,16,Yes,4,2,Low,No,0.25
1329,Customer Support,5,AI,24,Yes,5,0,Medium,No,0.208
1330,Technical,2,Human,21,Yes,5,0,Low,No,0.238
1331,HR,5,AI,53,Yes,4,3,Medium,No,0.075
1332,Customer Support,3,AI,25,No,3,1,High,No,0.12
1333,Technical,1,Human,31,No,5,2,Medium,No,0.161
1334,Customer Support,4,Human,15,Yes,2,1,High,No,0.133
1335,Billing,3,AI,39,Yes,4,2,High,No,0.103
1336,Customer Support,1,AI,36,Yes,4,2,Low,No,0.111
1337,Customer Support,3,AI,58,Yes,4,0,High,No,0.069
1338,HR,1,AI,17,Yes,5,2,High,Yes,0.294
1339,Billing,5,AI,37,Yes,4,1,High,No,0.108
1340,Technical,1,Human,27,Yes,1,3,Low,No,0.037
1341,Customer Support,3,Human,42,Yes,4,2,Low,No,0.095
1342,Customer Support,2,Human,25,Yes,2,1,High,No,0.08
1343,HR,1,AI,42,Yes,5,2,Low,No,0.119
1344,Technical,5,Human,17,No,1,0,Medium,No,0.059
1345,Customer Support,4,Human,49,Yes,3,0,Medium,No,0.061
1346,HR,2,AI,34,Yes,5,3,High,No,0.147
1347,Billing,3,Human,24,Yes,3,1,High,No,0.125
1348,HR,4,AI,42,Yes,3,0,Medium,No,0.071
1349,Technical,1,AI,53,Yes,3,2,Medium,No,0.057
1350,Customer Support,5,Human,9,Yes,4,0,Low,No,0.444
1351,Technical,3,Human,8,Yes,4,3,Medium,No,0.5
1352,Billing,4,AI,42,Yes,1,2,High,No,0.024
1353,Customer Support,5,Human,60,Yes,5,3,Medium,No,0.083
1354,Technical,1,Human,7,Yes,5,1,Low,Yes,0.714
1355,Billing,3,AI,30,Yes,2,1,Medium,No,0.067
1356,Technical,2,AI,58,Yes,5,3,Low,No,0.086
1357,Customer Support,2,AI,38,Yes,5,0,Medium,No,0.132
1358,Billing,4,Human,14,Yes,2,2,High,No,0.143
1359,HR,4,Human,28,Yes,5,0,Low,No,0.179
1360,Customer Support,4,AI,45,Yes,1,3,Low,No,0.022
1361,Technical,1,AI,42,Yes,4,1,High,No,0.095
1362,Technical,4,Human,57,Yes,2,0,High,No,0.035
1363,HR,3,Human,35,Yes,5,3,Low,No,0.143
1364,Technical,3,AI,55,Yes,5,0,Medium,No,0.091
1365,Technical,4,Human,19,Yes,5,2,Medium,No,0.263
1366,Technical,3,Human,13,Yes,2,2,Medium,No,0.154
1367,Customer Support,5,Human,59,Yes,5,1,Medium,No,0.085
1368,Customer Support,2,AI,21,Yes,3,2,High,No,0.143
1369,Customer Support,4,Human,20,Yes,5,3,Low,No,0.25
1370,Customer Support,3,Human,57,Yes,3,0,Medium,No,0.053
1371,Customer Support,2,Human,55,No,2,0,Low,No,0.036
1372,Billing,2,AI,45,Yes,4,0,High,No,0.089
1373,HR,1,AI,60,Yes,2,2,High,No,0.033
1374,Technical,4,AI,39,No,5,2,Medium,No,0.128
1375,Billing,2,AI,19,Yes,4,0,High,Yes,0.211
1376,Billing,3,AI,17,Yes,5,2,High,No,0.294
1377,Technical,5,AI,57,Yes,1,0,Low,No,0.018
1378,HR,2,Human,30,Yes,2,1,High,No,0.067
1379,Technical,4,AI,11,Yes,4,0,High,No,0.364
1380,Billing,3,AI,42,Yes,5,0,Low,No,0.119
1381,Customer Support,1,Human,20,Yes,2,1,Medium,Yes,0.1
1382,Billing,2,Human,26,No,4,1,High,No,0.154
1383,HR,2,Human,38,Yes,2,0,Low,No,0.053
1384,Technical,1,Human,14,No,1,0,Low,Yes,0.071
1385,Technical,5,Human,52,Yes,1,1,Medium,No,0.019
1386,Billing,4,AI,28,Yes,2,1,Medium,No,0.071
1387,HR,4,Human,25,Yes,4,3,Medium,No,0.16
1388,HR,1,Human,26,No,5,0,Medium,No,0.192
1389,Technical,5,AI,52,No,4,0,High,No,0.077
1390,Billing,3,AI,17,Yes,3,1,Medium,No,0.176
1391,Billing,4,AI,31,Yes,3,2,High,No,0.097
1392,Billing,3,Human,34,Yes,2,2,Medium,No,0.059
1393,HR,5,Human,55,No,2,1,Low,No,0.036
1394,HR,1,Human,56,Yes,3,2,Low,No,0.054
1395,Billing,1,Human,52,No,5,2,Medium,No,0.096
1396,Billing,2,Human,26,Yes,5,1,Medium,No,0.192
1397,Technical,5,Human,34,Yes,3,0,Low,No,0.088
1398,Customer Support,4,Human,36,Yes,4,1,Medium,No,0.111
1399,HR,3,Human,20,No,4,2,High,No,0.2
1400,Billing,2,Human,26,Yes,4,2,Low,No,0.154
1401,Customer Support,3,AI,19,Yes,3,2,Low,No,0.158
1402,Customer Support,5,AI,10,Yes,2,0,Low,No,0.2
1403,Billing,5,Human,53,Yes,1,0,Low,No,0.019
1404,HR,1,Human,16,Yes,3,2,Medium,Yes,0.188
1405,HR,5,AI,55,No,3,3,Low,No,0.055
1406,Technical,1,AI,47,Yes,5,2,Low,No,0.106
1407,Technical,1,AI,55,Yes,4,2,Low,No,0.073
1408,HR,5,Human,12,Yes,1,0,Medium,No,0.083
1409,Technical,3,Human,51,Yes,4,3,Medium,No,0.078
1410,Billing,2,AI,15,Yes,4,0,Medium,Yes,0.267
1411,Customer Support,2,AI,10,Yes,5,1,High,Yes,0.5
1412,Technical,2,AI,58,Yes,4,3,High,No,0.069
1413,Billing,3,Human,53,Yes,5,0,Medium,No,0.094
1414,HR,5,Human,29,Yes,1,3,Low,No,0.034
1415,Technical,5,Human,55,Yes,5,1,Medium,No,0.091
1416,Billing,1,AI,26,Yes,5,2,Medium,No,0.192
1417,Technical,4,AI,19,Yes,4,0,Low,No,0.211
1418,Customer Support,1,AI,13,Yes,1,1,Medium,Yes,0.077
1419,Billing,5,AI,7,Yes,4,3,Medium,No,0.571
1420,Technical,5,AI,38,Yes,2,1,Low,No,0.053
1421,Technical,3,Human,12,Yes,4,2,Low,No,0.333
1422,Technical,4,AI,43,Yes,5,2,High,No,0.116
1423,Billing,3,Human,53,Yes,2,1,Low,No,0.038
1424,Customer Support,5,Human,39,Yes,4,3,Medium,No,0.103
1425,Billing,1,AI,26,Yes,2,1,Medium,No,0.077
1426,Billing,5,AI,11,Yes,3,3,High,No,0.273
1427,HR,1,Human,48,Yes,2,0,High,No,0.042
1428,Customer Support,2,Human,45,Yes,4,2,Medium,No,0.089
1429,Customer Support,3,AI,46,Yes,1,2,High,No,0.022
1430,Customer Support,2,Human,49,Yes,3,1,High,No,0.061
1431,Customer Support,3,AI,17,Yes,5,2,Low,No,0.294
1432,Customer Support,1,Human,20,Yes,5,1,High,Yes,0.25
1433,HR,3,Human,37,Yes,2,3,Low,No,0.054
1434,Customer Support,4,Human,53,Yes,1,1,Medium,No,0.019
1435,HR,4,Human,60,Yes,2,1,Medium,No,0.033
1436,HR,4,AI,60,Yes,5,0,Low,No,0.083
1437,HR,3,AI,10,Yes,1,0,High,No,0.1
1438,Billing,5,AI,7,Yes,1,0,Medium,No,0.143
1439,Customer Support,4,AI,12,Yes,2,1,High,No,0.167
1440,Billing,3,Human,5,Yes,3,3,Low,No,0.6
1441,Billing,4,AI,28,No,3,3,Low,No,0.107
1442,HR,4,AI,37,Yes,4,3,Medium,No,0.108
1443,Technical,4,Human,57,Yes,2,2,Medium,No,0.035
1444,Technical,4,AI,41,Yes,1,1,High,No,0.024
1445,Technical,3,AI,25,Yes,4,1,High,No,0.16
1446,Billing,4,AI,11,Yes,5,2,Low,No,0.455
1447,Technical,2,AI,43,Yes,5,0,Medium,No,0.116
1448,Billing,5,AI,33,Yes,2,1,Low,No,0.061
1449,Technical,4,AI,59,Yes,3,3,Medium,No,0.051
1450,Customer Support,1,AI,28,Yes,2,2,Low,No,0.071
1451,Technical,4,Human,9,Yes,1,3,Low,No,0.111
1452,HR,1,Human,57,Yes,3,2,Medium,No,0.053
1453,HR,4,AI,47,Yes,2,2,High,No,0.043
1454,Customer Support,5,AI,56,Yes,1,3,Medium,No,0.018
1455,Customer Support,3,Human,36,Yes,5,2,Low,No,0.139
1456,HR,1,AI,59,Yes,5,2,Medium,No,0.085
1457,HR,3,Human,55,Yes,3,0,Medium,No,0.055
1458,Billing,3,AI,22,No,1,2,Low,No,0.045
1459,HR,4,Human,25,Yes,1,0,Low,No,0.04
1460,Billing,2,Human,16,No,3,1,Low,Yes,0.188
1461,Technical,4,Human,53,Yes,2,3,High,No,0.038
1462,Technical,5,Human,41,No,5,1,Low,No,0.122
1463,Customer Support,5,Human,20,Yes,1,1,High,No,0.05
1464,Technical,2,Human,46,Yes,4,2,Low,No,0.087
1465,Billing,4,AI,57,Yes,5,1,High,No,0.088
1466,Technical,2,AI,46,Yes,3,0,Medium,No,0.065
1467,Customer Support,2,Human,39,Yes,2,2,Low,No,0.051
1468,Customer Support,4,Human,58,Yes,2,3,Low,No,0.034
1469,Technical,5,AI,48,Yes,5,0,Low,No,0.104
1470,Billing,5,AI,8,No,2,2,Medium,No,0.25
1471,Billing,1,Human,49,Yes,4,2,High,No,0.082
1472,Customer Support,1,Human,41,Yes,4,3,Medium,No,0.098
1473,Billing,1,Human,36,Yes,2,1,Low,No,0.056
1474,Customer Support,2,Human,39,Yes,2,2,Medium,No,0.051
1475,HR,2,Human,29,Yes,5,3,Low,No,0.172
1476,Technical,2,AI,54,Yes,3,2,Low,No,0.056
1477,HR,2,AI,21,Yes,4,1,Medium,No,0.19
1478,Billing,4,Human,20,Yes,2,3,Medium,No,0.1
1479,Billing,4,Human,8,Yes,3,3,Medium,No,0.375
1480,Customer Support,1,Human,20,Yes,1,1,Medium,Yes,0.05
1481,Customer Support,5,Human,46,Yes,5,0,High,No,0.109
1482,Billing,2,AI,41,Yes,2,2,High,No,0.049
1483,Customer Support,3,Human,19,No,2,1,Medium,No,0.105
1484,Technical,5,Human,38,Yes,2,3,High,No,0.053
1485,Customer Support,3,Human,18,Yes,5,0,Medium,No,0.278
1486,HR,3,Human,24,Yes,5,3,Low,No,0.208
1487,Billing,3,AI,45,No,4,3,Low,No,0.089
1488,Technical,5,AI,57,Yes,5,0,Medium,No,0.088
1489,Customer Support,1,AI,6,Yes,3,1,Low,Yes,0.5
1490,HR,3,Human,60,Yes,2,0,Medium,No,0.033
1491,Billing,2,AI,51,Yes,2,2,Medium,No,0.039
1492,HR,3,Human,49,Yes,2,2,Medium,No,0.041
1493,Technical,4,Human,48,Yes,1,3,Medium,No,0.021
1494,Customer Support,3,Human,16,No,5,2,High,No,0.312
1495,Customer Support,3,AI,18,Yes,1,0,Low,No,0.056
1496,Billing,5,AI,50,Yes,5,0,High,No,0.1
1497,Billing,1,Human,21,Yes,3,1,Medium,No,0.143
1498,HR,1,Human,50,Yes,2,3,High,No,0.04
1499,HR,2,AI,28,No,5,0,High,No,0.179
1500,Technical,4,Human,17,Yes,3,1,Low,No,0.176
1501,HR,5,Human,15,Yes,1,1,High,No,0.067
1502,Technical,4,Human,40,Yes,4,2,Low,No,0.1
1503,Billing,4,AI,47,Yes,2,1,High,No,0.043
1504,Customer Support,5,AI,52,Yes,4,2,Medium,No,0.077
1505,Technical,3,AI,54,Yes,5,2,Low,No,0.093
1506,Technical,3,Human,25,Yes,3,3,Medium,No,0.12
1507,Customer Support,3,AI,26,Yes,2,2,High,No,0.077
1508,Billing,3,Human,20,Yes,2,0,Medium,No,0.1
1509,HR,4,AI,42,Yes,2,2,Medium,No,0.048
1510,Technical,2,AI,21,Yes,4,1,Medium,No,0.19
1511,HR,5,Human,5,Yes,2,0,High,No,0.4
1512,Billing,2,Human,8,Yes,1,3,Medium,Yes,0.125
1513,Technical,2,Human,41,No,1,3,Medium,No,0.024
1514,Billing,1,Human,48,Yes,5,1,Low,No,0.104
1515,Customer Support,5,Human,27,Yes,5,2,High,No,0.185
1516,Billing,5,Human,11,No,4,2,Low,No,0.364
1517,Billing,3,Human,60,Yes,1,3,Medium,No,0.017
1518,Billing,4,AI,47,No,3,2,Medium,No,0.064
1519,HR,5,AI,22,Yes,4,0,High,No,0.182
1520,Technical,2,AI,32,Yes,3,3,High,No,0.094
1521,Technical,4,Human,11,Yes,4,3,High,No,0.364
1522,Customer Support,5,Human,25,Yes,4,1,Medium,No,0.16
1523,Billing,1,AI,21,Yes,2,1,Low,No,0.095
1524,HR,3,Human,26,Yes,4,2,Medium,No,0.154
1525,Technical,2,Human,15,Yes,3,0,Medium,Yes,0.2
1526,HR,2,Human,39,Yes,5,0,Medium,No,0.128
1527,Customer Support,5,Human,32,Yes,3,1,High,No,0.094
1528,Billing,5,Human,37,Yes,2,2,High,No,0.054
1529,Technical,5,AI,14,Yes,3,2,High,No,0.214
1530,Billing,3,Human,32,Yes,4,3,Medium,No,0.125
1531,HR,4,AI,30,Yes,1,0,High,No,0.033
1532,Technical,2,Human,55,Yes,5,0,Low,No,0.091
1533,Technical,3,Human,40,Yes,1,3,Medium,No,0.025
1534,Customer Support,1,AI,54,Yes,5,3,High,No,0.093
1535,Technical,2,Human,35,Yes,1,2,Medium,No,0.029
1536,HR,5,AI,7,Yes,2,0,High,No,0.286
1537,Billing,4,AI,46,Yes,5,1,Low,No,0.109
1538,HR,5,AI,48,Yes,3,3,High,No,0.062
1539,Billing,3,Human,20,Yes,3,2,Low,No,0.15
1540,Customer Support,3,Human,48,Yes,4,1,Low,No,0.083
1541,Technical,2,Human,24,Yes,2,1,High,No,0.083
1542,Technical,5,Human,17,Yes,4,2,Medium,No,0.235
1543,Technical,2,Human,6,Yes,4,0,High,Yes,0.667
1544,Technical,2,Human,29,Yes,2,1,High,No,0.069
1545,Billing,3,Human,28,Yes,2,0,Low,No,0.071
1546,Billing,5,AI,8,No,5,1,High,No,0.625
1547,Technical,4,Human,31,Yes,2,1,High,No,0.065
1548,Customer Support,4,AI,20,Yes,3,1,High,No,0.15
1549,HR,5,Human,57,Yes,5,0,Medium,No,0.088
1550,HR,5,AI,34,Yes,5,3,Medium,No,0.147
1551,Billing,1,AI,32,Yes,1,3,Low,No,0.031
1552,Customer Support,2,Human,12,Yes,4,2,Medium,Yes,0.333
1553,Billing,5,AI,6,Yes,4,3,Medium,No,0.667
1554,HR,3,AI,5,Yes,4,3,Medium,No,0.8
1555,HR,5,AI,5,Yes,5,2,Low,No,1.0
1556,Billing,5,Human,41,Yes,2,2,Low,No,0.049
1557,Customer Support,2,AI,54,Yes,3,0,High,No,0.056
1558,Billing,1,AI,34,Yes,1,0,Medium,No,0.029
1559,Technical,1,Human,38,Yes,4,3,Low,No,0.105
1560,Customer Support,4,AI,50,No,3,0,Low,No,0.06
1561,Technical,1,Human,16,No,1,0,Medium,Yes,0.062
1562,HR,2,AI,45,Yes,2,3,High,No,0.044
1563,HR,3,Human,20,Yes,2,1,High,No,0.1
1564,Customer Support,4,Human,35,Yes,4,0,High,No,0.114
1565,Customer Support,3,AI,57,Yes,1,3,High,No,0.018
1566,HR,1,AI,50,Yes,1,3,High,No,0.02
1567,Technical,5,Human,43,Yes,5,1,High,No,0.116
