task_id,task_type,complexity,assigned_to,duration_minutes,resolved,user_feedback,previous_attempts,urgency,automation_possible,efficiency_index,urgency_encoded,complexity_score
1378,HR,2,Human,30,Yes,2,1,High,No,0.067,3,1.4500000000000002
1379,Technical,4,AI,11,Yes,4,0,High,No,0.364,3,1.955
1380,Billing,3,AI,42,Yes,5,0,Low,No,0.119,1,1.5100000000000002
1381,Customer Support,1,Human,20,Yes,2,1,Medium,Yes,0.1,2,0.8999999999999999
1382,Billing,2,Human,26,No,4,1,High,No,0.154,3,1.4300000000000002
1383,HR,2,Human,38,Yes,2,0,Low,No,0.053,1,1.09
1384,Technical,1,Human,14,No,1,0,Low,Yes,0.071,1,0.5700000000000001
1385,Technical,5,Human,52,Yes,1,1,Medium,No,0.019,2,2.66
1386,Billing,4,AI,28,Yes,2,1,Medium,No,0.071,2,2.14
1387,HR,4,Human,25,Yes,4,3,Medium,No,0.16,2,2.5250000000000004
1388,HR,1,Human,26,No,5,0,Medium,No,0.192,2,0.73
1389,Technical,5,AI,52,No,4,0,High,No,0.077,3,2.5599999999999996
1390,Billing,3,AI,17,Yes,3,1,Medium,No,0.176,2,1.685
1391,Billing,4,AI,31,Yes,3,2,High,No,0.097,3,2.455
1392,Billing,3,Human,34,Yes,2,2,Medium,No,0.059,2,1.97
1393,HR,5,Human,55,No,2,1,Low,No,0.036,1,2.575
1394,HR,1,Human,56,Yes,3,2,Low,No,0.054,1,1.1800000000000002
1395,Billing,1,Human,52,No,5,2,Medium,No,0.096,2,1.26
1396,Billing,2,Human,26,Yes,5,1,Medium,No,0.192,2,1.33
1397,Technical,5,Human,34,Yes,3,0,Low,No,0.088,1,2.27
1398,Customer Support,4,Human,36,Yes,4,1,Medium,No,0.111,2,2.18
1399,HR,3,Human,20,No,4,2,High,No,0.2,3,2.0
1400,Billing,2,Human,26,Yes,4,2,Low,No,0.154,1,1.4300000000000002
1401,Customer Support,3,AI,19,Yes,3,2,Low,No,0.158,1,1.7950000000000004
1402,Customer Support,5,AI,10,Yes,2,0,Low,No,0.2,1,2.15
1403,Billing,5,Human,53,Yes,1,0,Low,No,0.019,1,2.365
1404,HR,1,Human,16,Yes,3,2,Medium,Yes,0.188,2,1.08
1405,HR,5,AI,55,No,3,3,Low,No,0.055,1,2.975
1406,Technical,1,AI,47,Yes,5,2,Low,No,0.106,1,1.1350000000000002
1407,Technical,1,AI,55,Yes,4,2,Low,No,0.073,1,1.1750000000000003
1408,HR,5,Human,12,Yes,1,0,Medium,No,0.083,2,2.2600000000000002
1409,Technical,3,Human,51,Yes,4,3,Medium,No,0.078,2,2.2550000000000003
1410,Billing,2,AI,15,Yes,4,0,Medium,Yes,0.267,2,1.075
1411,Customer Support,2,AI,10,Yes,5,1,High,Yes,0.5,3,1.35
1412,Technical,2,AI,58,Yes,4,3,High,No,0.069,3,1.9900000000000002
1413,Billing,3,Human,53,Yes,5,0,Medium,No,0.094,2,1.665
1414,HR,5,Human,29,Yes,1,3,Low,No,0.034,1,2.845
1415,Technical,5,Human,55,Yes,5,1,Medium,No,0.091,2,2.6750000000000003
1416,Billing,1,AI,26,Yes,5,2,Medium,No,0.192,2,1.1300000000000001
1417,Technical,4,AI,19,Yes,4,0,Low,No,0.211,1,1.7950000000000002
1418,Customer Support,1,AI,13,Yes,1,1,Medium,Yes,0.077,2,0.865
1419,Billing,5,AI,7,Yes,4,3,Medium,No,0.571,2,2.8350000000000004
1420,Technical,5,AI,38,Yes,2,1,Low,No,0.053,1,2.49
1421,Technical,3,Human,12,Yes,4,2,Low,No,0.333,1,1.7600000000000002
1422,Technical,4,AI,43,Yes,5,2,High,No,0.116,3,2.5150000000000006
1423,Billing,3,Human,53,Yes,2,1,Low,No,0.038,1,1.7650000000000001
1424,Customer Support,5,Human,39,Yes,4,3,Medium,No,0.103,2,2.995
1425,Billing,1,AI,26,Yes,2,1,Medium,No,0.077,2,0.9299999999999999
1426,Billing,5,AI,11,Yes,3,3,High,No,0.273,3,2.955
1427,HR,1,Human,48,Yes,2,0,High,No,0.042,3,0.9400000000000001
1428,Customer Support,2,Human,45,Yes,4,2,Medium,No,0.089,2,1.6249999999999998
1429,Customer Support,3,AI,46,Yes,1,2,High,No,0.022,3,2.13
1430,Customer Support,2,Human,49,Yes,3,1,High,No,0.061,3,1.545
1431,Customer Support,3,AI,17,Yes,5,2,Low,No,0.294,1,1.7850000000000001
1432,Customer Support,1,Human,20,Yes,5,1,High,Yes,0.25,3,1.0
1433,HR,3,Human,37,Yes,2,3,Low,No,0.054,1,2.0850000000000004
1434,Customer Support,4,Human,53,Yes,1,1,Medium,No,0.019,2,2.265
1435,HR,4,Human,60,Yes,2,1,Medium,No,0.033,2,2.3000000000000003
1436,HR,4,AI,60,Yes,5,0,Low,No,0.083,1,2.0
1437,HR,3,AI,10,Yes,1,0,High,No,0.1,3,1.5500000000000003
1438,Billing,5,AI,7,Yes,1,0,Medium,No,0.143,2,2.2350000000000003
1439,Customer Support,4,AI,12,Yes,2,1,High,No,0.167,3,2.16
1440,Billing,3,Human,5,Yes,3,3,Low,No,0.6,1,1.9250000000000003
1441,Billing,4,AI,28,No,3,3,Low,No,0.107,1,2.44
1442,HR,4,AI,37,Yes,4,3,Medium,No,0.108,2,2.5850000000000004
1443,Technical,4,Human,57,Yes,2,2,Medium,No,0.035,2,2.4850000000000003
1444,Technical,4,AI,41,Yes,1,1,High,No,0.024,3,2.3050000000000006
1445,Technical,3,AI,25,Yes,4,1,High,No,0.16,3,1.8250000000000002
1446,Billing,4,AI,11,Yes,5,2,Low,No,0.455,1,2.1550000000000002
1447,Technical,2,AI,43,Yes,5,0,Medium,No,0.116,2,1.215
1448,Billing,5,AI,33,Yes,2,1,Low,No,0.061,1,2.4650000000000003
1449,Technical,4,AI,59,Yes,3,3,Medium,No,0.051,2,2.6950000000000003
1450,Customer Support,1,AI,28,Yes,2,2,Low,No,0.071,1,1.04
1451,Technical,4,Human,9,Yes,1,3,Low,No,0.111,1,2.345
1452,HR,1,Human,57,Yes,3,2,Medium,No,0.053,2,1.285
1453,HR,4,AI,47,Yes,2,2,High,No,0.043,3,2.535
1454,Customer Support,5,AI,56,Yes,1,3,Medium,No,0.018,2,3.08
1455,Customer Support,3,Human,36,Yes,5,2,Low,No,0.139,1,1.8800000000000003
1456,HR,1,AI,59,Yes,5,2,Medium,No,0.085,2,1.2950000000000002
1457,HR,3,Human,55,Yes,3,0,Medium,No,0.055,2,1.675
1458,Billing,3,AI,22,No,1,2,Low,No,0.045,1,1.81
1459,HR,4,Human,25,Yes,1,0,Low,No,0.04,1,1.8250000000000002
1460,Billing,2,Human,16,No,3,1,Low,Yes,0.188,1,1.1800000000000002
1461,Technical,4,Human,53,Yes,2,3,High,No,0.038,3,2.7649999999999997
1462,Technical,5,Human,41,No,5,1,Low,No,0.122,1,2.5050000000000003
1463,Customer Support,5,Human,20,Yes,1,1,High,No,0.05,3,2.6000000000000005
1464,Technical,2,Human,46,Yes,4,2,Low,No,0.087,1,1.5300000000000002
1465,Billing,4,AI,57,Yes,5,1,High,No,0.088,3,2.385
1466,Technical,2,AI,46,Yes,3,0,Medium,No,0.065,2,1.23
1467,Customer Support,2,Human,39,Yes,2,2,Low,No,0.051,1,1.495
1468,Customer Support,4,Human,58,Yes,2,3,Low,No,0.034,1,2.5900000000000003
1469,Technical,5,AI,48,Yes,5,0,Low,No,0.104,1,2.3400000000000003
1470,Billing,5,AI,8,No,2,2,Medium,No,0.25,2,2.64
1471,Billing,1,Human,49,Yes,4,2,High,No,0.082,3,1.345
1472,Customer Support,1,Human,41,Yes,4,3,Medium,No,0.098,2,1.405
1473,Billing,1,Human,36,Yes,2,1,Low,No,0.056,1,0.88
1474,Customer Support,2,Human,39,Yes,2,2,Medium,No,0.051,2,1.595
1475,HR,2,Human,29,Yes,5,3,Low,No,0.172,1,1.6450000000000002
1476,Technical,2,AI,54,Yes,3,2,Low,No,0.056,1,1.5700000000000003
1477,HR,2,AI,21,Yes,4,1,Medium,No,0.19,2,1.305
1478,Billing,4,Human,20,Yes,2,3,Medium,No,0.1,2,2.5000000000000004
1479,Billing,4,Human,8,Yes,3,3,Medium,No,0.375,2,2.4400000000000004
1480,Customer Support,1,Human,20,Yes,1,1,Medium,Yes,0.05,2,0.8999999999999999
1481,Customer Support,5,Human,46,Yes,5,0,High,No,0.109,3,2.5300000000000002
1482,Billing,2,AI,41,Yes,2,2,High,No,0.049,3,1.7050000000000003
1483,Customer Support,3,Human,19,No,2,1,Medium,No,0.105,2,1.695
1484,Technical,5,Human,38,Yes,2,3,High,No,0.053,3,3.09
1485,Customer Support,3,Human,18,Yes,5,0,Medium,No,0.278,2,1.4900000000000002
1486,HR,3,Human,24,Yes,5,3,Low,No,0.208,1,2.0200000000000005
1487,Billing,3,AI,45,No,4,3,Low,No,0.089,1,2.1250000000000004
1488,Technical,5,AI,57,Yes,5,0,Medium,No,0.088,2,2.4850000000000003
1489,Customer Support,1,AI,6,Yes,3,1,Low,Yes,0.5,1,0.7300000000000001
1490,HR,3,Human,60,Yes,2,0,Medium,No,0.033,2,1.7000000000000002
1491,Billing,2,AI,51,Yes,2,2,Medium,No,0.039,2,1.655
1492,HR,3,Human,49,Yes,2,2,Medium,No,0.041,2,2.0450000000000004
1493,Technical,4,Human,48,Yes,1,3,Medium,No,0.021,2,2.6400000000000006
1494,Customer Support,3,Human,16,No,5,2,High,No,0.312,3,1.9800000000000002
1495,Customer Support,3,AI,18,Yes,1,0,Low,No,0.056,1,1.3900000000000003
1496,Billing,5,AI,50,Yes,5,0,High,No,0.1,3,2.55
1497,Billing,1,Human,21,Yes,3,1,Medium,No,0.143,2,0.905
1498,HR,1,Human,50,Yes,2,3,High,No,0.04,3,1.55
1499,HR,2,AI,28,No,5,0,High,No,0.179,3,1.2400000000000002
1500,Technical,4,Human,17,Yes,3,1,Low,No,0.176,1,1.985
1501,HR,5,Human,15,Yes,1,1,High,No,0.067,3,2.575
1502,Technical,4,Human,40,Yes,4,2,Low,No,0.1,1,2.3000000000000003
1503,Billing,4,AI,47,Yes,2,1,High,No,0.043,3,2.335
1504,Customer Support,5,AI,52,Yes,4,2,Medium,No,0.077,2,2.86
1505,Technical,3,AI,54,Yes,5,2,Low,No,0.093,1,1.9700000000000002
1506,Technical,3,Human,25,Yes,3,3,Medium,No,0.12,2,2.1250000000000004
1507,Customer Support,3,AI,26,Yes,2,2,High,No,0.077,3,2.0300000000000002
1508,Billing,3,Human,20,Yes,2,0,Medium,No,0.1,2,1.5000000000000002
1509,HR,4,AI,42,Yes,2,2,Medium,No,0.048,2,2.41
1510,Technical,2,AI,21,Yes,4,1,Medium,No,0.19,2,1.305
1511,HR,5,Human,5,Yes,2,0,High,No,0.4,3,2.325
1512,Billing,2,Human,8,Yes,1,3,Medium,Yes,0.125,2,1.6400000000000001
1513,Technical,2,Human,41,No,1,3,Medium,No,0.024,2,1.8050000000000002
1514,Billing,1,Human,48,Yes,5,1,Low,No,0.104,1,0.9400000000000001
1515,Customer Support,5,Human,27,Yes,5,2,High,No,0.185,3,2.835
1516,Billing,5,Human,11,No,4,2,Low,No,0.364,1,2.555
1517,Billing,3,Human,60,Yes,1,3,Medium,No,0.017,2,2.3000000000000007
1518,Billing,4,AI,47,No,3,2,Medium,No,0.064,2,2.435
1519,HR,5,AI,22,Yes,4,0,High,No,0.182,3,2.41
1520,Technical,2,AI,32,Yes,3,3,High,No,0.094,3,1.86
1521,Technical,4,Human,11,Yes,4,3,High,No,0.364,3,2.5549999999999997
1522,Customer Support,5,Human,25,Yes,4,1,Medium,No,0.16,2,2.5250000000000004
1523,Billing,1,AI,21,Yes,2,1,Low,No,0.095,1,0.805
1524,HR,3,Human,26,Yes,4,2,Medium,No,0.154,2,1.93
1525,Technical,2,Human,15,Yes,3,0,Medium,Yes,0.2,2,1.075
1526,HR,2,Human,39,Yes,5,0,Medium,No,0.128,2,1.195
1527,Customer Support,5,Human,32,Yes,3,1,High,No,0.094,3,2.66
1528,Billing,5,Human,37,Yes,2,2,High,No,0.054,3,2.885
1529,Technical,5,AI,14,Yes,3,2,High,No,0.214,3,2.7699999999999996
1530,Billing,3,Human,32,Yes,4,3,Medium,No,0.125,2,2.16
1531,HR,4,AI,30,Yes,1,0,High,No,0.033,3,2.05
1532,Technical,2,Human,55,Yes,5,0,Low,No,0.091,1,1.175
1533,Technical,3,Human,40,Yes,1,3,Medium,No,0.025,2,2.2
1534,Customer Support,1,AI,54,Yes,5,3,High,No,0.093,3,1.57
1535,Technical,2,Human,35,Yes,1,2,Medium,No,0.029,2,1.575
1536,HR,5,AI,7,Yes,2,0,High,No,0.286,3,2.335
1537,Billing,4,AI,46,Yes,5,1,Low,No,0.109,1,2.1300000000000003
1538,HR,5,AI,48,Yes,3,3,High,No,0.062,3,3.1400000000000006
1539,Billing,3,Human,20,Yes,3,2,Low,No,0.15,1,1.8000000000000003
1540,Customer Support,3,Human,48,Yes,4,1,Low,No,0.083,1,1.7400000000000002
1541,Technical,2,Human,24,Yes,2,1,High,No,0.083,3,1.4200000000000002
1542,Technical,5,Human,17,Yes,4,2,Medium,No,0.235,2,2.685
1543,Technical,2,Human,6,Yes,4,0,High,Yes,0.667,3,1.1300000000000001
1544,Technical,2,Human,29,Yes,2,1,High,No,0.069,3,1.445
1545,Billing,3,Human,28,Yes,2,0,Low,No,0.071,1,1.4400000000000002
1546,Billing,5,AI,8,No,5,1,High,No,0.625,3,2.54
1547,Technical,4,Human,31,Yes,2,1,High,No,0.065,3,2.255
1548,Customer Support,4,AI,20,Yes,3,1,High,No,0.15,3,2.2
1549,HR,5,Human,57,Yes,5,0,Medium,No,0.088,2,2.4850000000000003
1550,HR,5,AI,34,Yes,5,3,Medium,No,0.147,2,2.97
1551,Billing,1,AI,32,Yes,1,3,Low,No,0.031,1,1.2600000000000002
1552,Customer Support,2,Human,12,Yes,4,2,Medium,Yes,0.333,2,1.4600000000000002
1553,Billing,5,AI,6,Yes,4,3,Medium,No,0.667,2,2.83
1554,HR,3,AI,5,Yes,4,3,Medium,No,0.8,2,2.0250000000000004
1555,HR,5,AI,5,Yes,5,2,Low,No,1.0,1,2.525
1556,Billing,5,Human,41,Yes,2,2,Low,No,0.049,1,2.705
1557,Customer Support,2,AI,54,Yes,3,0,High,No,0.056,3,1.37
1558,Billing,1,AI,34,Yes,1,0,Medium,No,0.029,2,0.77
1559,Technical,1,Human,38,Yes,4,3,Low,No,0.105,1,1.29
1560,Customer Support,4,AI,50,No,3,0,Low,No,0.06,1,1.9500000000000002
1561,Technical,1,Human,16,No,1,0,Medium,Yes,0.062,2,0.68
1562,HR,2,AI,45,Yes,2,3,High,No,0.044,3,1.925
1563,HR,3,Human,20,Yes,2,1,High,No,0.1,3,1.8000000000000003
1564,Customer Support,4,Human,35,Yes,4,0,High,No,0.114,3,2.075
1565,Customer Support,3,AI,57,Yes,1,3,High,No,0.018,3,2.385
1566,HR,1,AI,50,Yes,1,3,High,No,0.02,3,1.55
1567,Technical,5,Human,43,Yes,5,1,High,No,0.116,3,2.715
1568,Billing,2,Human,36,Yes,5,1,Medium,No,0.139,2,1.38
1569,Technical,1,Human,40,Yes,2,3,Medium,No,0.05,2,1.4000000000000001
1570,Technical,3,Human,11,No,3,2,High,No,0.273,3,1.9550000000000003
1571,Billing,5,AI,27,Yes,1,1,Low,No,0.037,1,2.435
1572,HR,4,Human,30,No,4,1,Medium,No,0.133,2,2.15
1573,Customer Support,2,Human,25,Yes,2,0,Low,No,0.08,1,1.0250000000000001
1574,Customer Support,4,Human,25,Yes,4,1,Low,No,0.16,1,2.025
1575,Technical,3,Human,21,Yes,2,0,High,No,0.095,3,1.6050000000000002
1576,Customer Support,1,Human,40,Yes,4,0,High,No,0.1,3,0.9
1577,Billing,5,AI,19,Yes,2,0,Medium,No,0.105,2,2.2950000000000004
1578,Customer Support,3,AI,52,Yes,1,3,Medium,No,0.019,2,2.2600000000000007
1579,HR,1,Human,28,Yes,2,3,Medium,No,0.071,2,1.34
1580,Technical,5,Human,22,Yes,1,1,Low,No,0.045,1,2.41
1581,Billing,3,Human,11,Yes,5,0,Medium,No,0.455,2,1.455
1582,Customer Support,5,AI,16,No,3,0,Medium,No,0.188,2,2.2800000000000002
1583,Billing,3,Human,60,No,2,1,Medium,No,0.033,2,1.9000000000000001
1584,Customer Support,3,Human,32,Yes,3,1,Low,No,0.094,1,1.6600000000000001
1585,Technical,3,AI,47,Yes,2,2,Low,No,0.043,1,1.935
1586,Billing,4,AI,58,Yes,2,1,Medium,No,0.034,2,2.2900000000000005
1587,HR,5,AI,9,Yes,3,1,High,No,0.333,3,2.545
1588,Billing,3,AI,6,Yes,2,0,Medium,No,0.333,2,1.4300000000000002
1589,HR,3,AI,38,Yes,3,3,Low,No,0.079,1,2.0900000000000003
1590,Technical,1,Human,54,Yes,3,1,Medium,No,0.056,2,1.07
1591,HR,3,AI,19,Yes,4,3,Medium,No,0.211,2,2.095
1592,Customer Support,3,Human,23,No,3,2,Medium,No,0.13,2,1.9150000000000003
1593,Customer Support,2,Human,51,Yes,4,1,High,No,0.078,3,1.5550000000000002
1594,HR,1,AI,18,Yes,3,0,Medium,Yes,0.167,2,0.69
1595,Technical,5,AI,47,Yes,2,0,Medium,No,0.043,2,2.435
1596,Billing,3,Human,35,Yes,5,1,Low,No,0.143,1,1.6750000000000003
1597,Customer Support,2,Human,7,Yes,5,0,Low,Yes,0.714,1,0.935
1598,Billing,3,AI,46,Yes,4,1,High,No,0.087,3,1.9300000000000002
1599,Customer Support,5,AI,39,Yes,1,3,Low,No,0.026,1,2.895
1600,Technical,4,AI,36,Yes,5,0,High,No,0.139,3,2.08
1601,Customer Support,2,Human,28,Yes,4,2,High,No,0.143,3,1.6400000000000001
1602,Technical,1,Human,48,Yes,2,0,Low,No,0.042,1,0.74
1603,Technical,2,AI,6,Yes,3,2,Low,Yes,0.5,1,1.33
1604,Customer Support,1,AI,7,Yes,3,1,Low,Yes,0.429,1,0.735
1605,Technical,2,AI,60,Yes,4,2,Medium,No,0.067,2,1.7
1606,Technical,5,AI,8,Yes,2,3,Low,No,0.25,1,2.74
1607,Billing,3,AI,34,Yes,1,3,Medium,No,0.029,2,2.1700000000000004
1608,Customer Support,2,AI,22,Yes,4,0,Medium,No,0.182,2,1.11
1609,Technical,1,AI,39,Yes,2,0,Low,No,0.051,1,0.695
1610,Technical,5,AI,6,Yes,1,0,High,No,0.167,3,2.33
1611,HR,4,Human,32,Yes,2,2,High,No,0.062,3,2.46
1612,Customer Support,5,Human,26,Yes,1,3,High,No,0.038,3,3.0300000000000002
1613,Customer Support,5,Human,52,Yes,2,3,Low,No,0.038,1,2.96
1614,Billing,2,AI,24,Yes,1,2,Medium,No,0.042,2,1.52
1615,HR,1,AI,10,Yes,2,2,Medium,Yes,0.2,2,1.05
1616,Technical,2,Human,34,Yes,1,1,Medium,No,0.029,2,1.3699999999999999
1617,Technical,1,AI,23,Yes,3,3,Medium,No,0.13,2,1.3150000000000002
1618,Customer Support,5,Human,35,Yes,3,1,Low,No,0.086,1,2.475
1619,Customer Support,5,AI,12,Yes,2,1,Low,No,0.167,1,2.3600000000000003
1620,Technical,5,Human,6,Yes,4,1,High,No,0.667,3,2.5300000000000002
1621,Billing,5,AI,28,Yes,4,3,High,No,0.143,3,3.04
1622,Customer Support,5,Human,49,Yes,1,2,Medium,No,0.02,2,2.845
1623,Billing,4,AI,49,Yes,4,1,Low,No,0.082,1,2.1450000000000005
1624,Customer Support,5,Human,32,Yes,4,2,Medium,No,0.125,2,2.7600000000000002
1625,Billing,3,AI,57,Yes,1,2,Medium,No,0.018,2,2.0850000000000004
1626,HR,4,AI,6,Yes,4,0,Low,No,0.667,1,1.7300000000000002
1627,Customer Support,2,AI,35,Yes,1,2,Low,No,0.029,1,1.475
1628,Customer Support,2,Human,5,No,1,3,High,Yes,0.2,3,1.7250000000000003
1629,Technical,4,Human,36,Yes,2,3,Low,No,0.056,1,2.48
1630,Technical,4,Human,9,No,1,3,Low,No,0.111,1,2.345
1631,Customer Support,3,AI,21,Yes,1,3,Medium,No,0.048,2,2.1050000000000004
1632,HR,4,Human,44,Yes,5,3,Low,No,0.114,1,2.52
1633,Customer Support,1,AI,22,Yes,2,2,Medium,No,0.091,2,1.11
1634,HR,1,AI,56,Yes,1,3,Low,No,0.018,1,1.3800000000000001
1635,Technical,1,AI,42,Yes,5,0,Low,No,0.119,1,0.71
1636,Technical,4,Human,59,Yes,3,2,Low,No,0.051,1,2.395
1637,Billing,4,AI,53,Yes,1,0,Low,No,0.019,1,1.965
1638,Billing,1,AI,38,Yes,4,0,Low,No,0.105,1,0.69
1639,Billing,1,AI,49,Yes,2,1,Low,No,0.041,1,0.945
1640,Technical,2,AI,52,Yes,3,2,Low,No,0.058,1,1.56
1641,Technical,2,AI,56,No,2,3,High,No,0.036,3,1.9800000000000002
1642,HR,1,AI,55,Yes,5,2,High,No,0.091,3,1.3750000000000002
1643,HR,1,Human,28,Yes,2,1,High,No,0.071,3,1.04
1644,Customer Support,3,Human,13,Yes,2,3,High,No,0.154,3,2.165
1645,Customer Support,3,AI,24,Yes,2,0,High,No,0.083,3,1.6200000000000003
1646,Technical,1,AI,22,Yes,1,1,Low,No,0.045,1,0.8099999999999999
1647,Customer Support,4,Human,17,Yes,4,0,Low,No,0.235,1,1.7850000000000001
1648,Technical,5,Human,16,No,3,0,High,No,0.188,3,2.38
1649,Technical,2,Human,29,Yes,5,3,High,No,0.172,3,1.8450000000000002
1650,Technical,5,Human,59,Yes,4,2,Medium,No,0.068,2,2.895
1651,Billing,2,AI,11,Yes,2,0,Low,Yes,0.182,1,0.955
1652,Billing,3,AI,18,Yes,3,1,High,No,0.167,3,1.7900000000000003
1653,HR,1,Human,42,Yes,3,3,Low,No,0.071,1,1.31
1654,HR,3,AI,60,Yes,3,0,Medium,No,0.05,2,1.7000000000000002
1655,HR,3,AI,40,Yes,4,0,Low,No,0.1,1,1.5000000000000002
1656,Customer Support,5,Human,33,Yes,2,0,High,No,0.061,3,2.465
1657,Customer Support,4,Human,13,Yes,1,1,High,No,0.077,3,2.165
1658,Technical,3,AI,47,Yes,4,1,Low,No,0.085,1,1.735
1659,Billing,3,AI,9,No,3,0,Low,No,0.333,1,1.3450000000000002
1660,Customer Support,5,AI,46,Yes,1,1,Low,No,0.022,1,2.5300000000000002
1661,Technical,1,Human,15,Yes,3,0,Low,Yes,0.2,1,0.5750000000000001
1662,Technical,1,AI,38,Yes,2,2,High,No,0.053,3,1.29
1663,Customer Support,4,Human,50,Yes,1,2,Low,No,0.02,1,2.35
1664,HR,5,AI,25,Yes,5,0,Medium,No,0.2,2,2.325
1665,Billing,2,Human,12,Yes,2,1,Medium,Yes,0.167,2,1.26
1666,Technical,2,AI,29,No,5,1,High,No,0.172,3,1.445
1667,Technical,4,Human,12,Yes,5,1,Medium,No,0.417,2,2.06
1668,Billing,2,AI,23,Yes,1,3,Low,No,0.043,1,1.6150000000000002
1669,Customer Support,5,AI,18,Yes,5,2,Medium,No,0.278,2,2.69
1670,Customer Support,3,AI,53,Yes,2,0,High,No,0.038,3,1.7650000000000001
1671,Billing,3,Human,53,Yes,2,1,Low,No,0.038,1,1.7650000000000001
1672,Technical,4,Human,14,Yes,2,3,Low,No,0.143,1,2.3700000000000006
1673,Customer Support,2,AI,29,No,2,1,Low,No,0.069,1,1.245
1674,Customer Support,5,AI,32,Yes,5,3,Low,No,0.156,1,2.8600000000000003
1675,Billing,1,AI,12,Yes,2,3,Medium,Yes,0.167,2,1.26
1676,Customer Support,2,Human,44,Yes,1,1,Medium,No,0.023,2,1.42
1677,Technical,1,Human,39,Yes,1,1,Low,No,0.026,1,0.8949999999999999
1678,Customer Support,1,AI,23,Yes,4,3,Low,No,0.174,1,1.2150000000000003
1679,Customer Support,5,AI,11,No,2,2,Medium,No,0.182,2,2.6550000000000002
1680,Customer Support,4,AI,17,Yes,2,3,Medium,No,0.118,2,2.4850000000000003
1681,Customer Support,1,AI,58,Yes,5,3,High,No,0.086,3,1.59
1682,Billing,5,AI,42,Yes,1,3,High,No,0.024,3,3.1100000000000003
1683,Technical,1,Human,8,Yes,2,1,Low,Yes,0.25,1,0.74
1684,Technical,2,Human,6,Yes,1,0,Low,Yes,0.167,1,0.93
1685,Billing,1,AI,12,Yes,2,3,Low,Yes,0.167,1,1.1600000000000001
1686,Technical,5,AI,26,Yes,5,2,High,No,0.192,3,2.83
1687,Customer Support,1,Human,59,Yes,4,3,High,No,0.068,3,1.5950000000000002
1688,Customer Support,2,Human,15,Yes,5,3,Medium,Yes,0.333,2,1.675
1689,Customer Support,5,AI,50,No,4,2,Medium,No,0.08,2,2.85
1690,HR,2,Human,58,Yes,3,2,High,No,0.052,3,1.7900000000000003
1691,Customer Support,1,Human,51,No,2,1,Low,No,0.039,1,0.955
1692,HR,1,Human,20,Yes,5,1,High,Yes,0.25,3,1.0
1693,Technical,1,Human,37,Yes,3,3,Medium,No,0.081,2,1.385
1694,Customer Support,5,Human,6,Yes,5,0,Low,No,0.833,1,2.13
1695,Customer Support,1,Human,46,No,3,3,Low,No,0.065,1,1.33
1696,Technical,4,Human,57,Yes,3,0,Medium,No,0.053,2,2.085
1697,Technical,5,AI,40,Yes,1,1,Low,No,0.025,1,2.5000000000000004
1698,Technical,2,AI,36,Yes,5,0,Low,No,0.139,1,1.08
1699,Billing,5,Human,14,Yes,5,2,High,No,0.357,3,2.7699999999999996
1700,Technical,2,AI,22,Yes,5,3,Medium,No,0.227,2,1.7100000000000002
1701,Customer Support,3,Human,54,Yes,1,0,Medium,No,0.019,2,1.6700000000000002
1702,Technical,5,Human,33,Yes,1,3,Low,No,0.03,1,2.865
1703,Billing,5,Human,49,Yes,1,1,High,No,0.02,3,2.745
1704,Technical,3,AI,21,Yes,1,3,Low,No,0.048,1,2.0050000000000003
1705,HR,3,Human,17,No,2,1,Low,No,0.118,1,1.5850000000000002
1706,Technical,2,Human,32,Yes,3,1,High,No,0.094,3,1.4600000000000002
1707,Customer Support,4,AI,38,Yes,1,0,Low,No,0.026,1,1.8900000000000001
1708,Billing,1,AI,20,Yes,4,1,Medium,Yes,0.2,2,0.8999999999999999
1709,Customer Support,5,AI,43,Yes,5,0,Medium,No,0.116,2,2.415
1710,HR,1,AI,44,Yes,5,0,Medium,No,0.114,2,0.8200000000000001
1711,HR,2,AI,28,Yes,5,1,Medium,No,0.179,2,1.34
1712,HR,5,Human,51,Yes,5,3,Low,No,0.098,1,2.955
1713,Technical,1,Human,45,Yes,5,1,High,No,0.111,3,1.125
1714,HR,2,Human,58,Yes,4,0,Low,No,0.069,1,1.1900000000000002
1715,Billing,2,Human,19,Yes,3,0,Low,Yes,0.158,1,0.995
1716,HR,5,AI,33,Yes,3,1,Medium,No,0.091,2,2.5650000000000004
1717,Billing,3,Human,33,Yes,2,1,High,No,0.061,3,1.8650000000000002
1718,Customer Support,2,Human,45,Yes,2,0,Low,No,0.044,1,1.125
1719,HR,3,Human,11,Yes,1,3,Medium,No,0.091,2,2.055
1720,Customer Support,3,Human,19,Yes,4,3,Medium,No,0.211,2,2.095
1721,Billing,4,Human,27,Yes,2,3,High,No,0.074,3,2.635
1722,Technical,5,AI,31,Yes,5,0,High,No,0.161,3,2.455
1723,Technical,3,AI,12,Yes,1,1,High,No,0.083,3,1.7600000000000002
1724,Billing,1,Human,39,Yes,4,2,High,No,0.103,3,1.295
1725,Customer Support,5,AI,32,Yes,3,0,High,No,0.094,3,2.46
1726,Billing,3,Human,7,Yes,1,2,Low,No,0.143,1,1.7350000000000003
1727,HR,1,Human,34,Yes,1,2,Low,No,0.029,1,1.07
1728,HR,3,AI,31,Yes,2,3,High,No,0.065,3,2.2550000000000003
